osm_id,code,fclass,name
"1151636294","2205",playground,
"1151636306","2204",park,
"1151636344","2252",pitch,
"1151636558","2201",theatre,The Mary Wallace Theatre
"1151637186","2204",park,
"1151638237","2205",playground,Diamond Jubilee Gardens Playground
"1151638238","2303",cafe,Cafe Sunshine
"1151938311","2304",pub,Three Jolly Wheelers
"1151938312","2401",hotel,Travelodge
"1152243382","2253",swimming_pool,
"1152260744","2204",park,
"1152260745","2204",park,
"1152366455","2302",fast_food,The Cabin
"1152366455","2503",kiosk,The Cabin
"1152392947","2252",pitch,
"1152392954","2252",pitch,
"1152416672","2251",sports_centre,Newham Leisure Centre
